title,address,price,beds,link
"3001 Mark Dr Arlington, TX 76013","3001 Mark Dr Arlington, TX 76013","$2,375 ",3 Beds,https://www.apartments.com/3001-mark-dr-arlington-arlington-tx/b65x3n8/
"2807 Bonneville Dr Arlington, TX 76016","2807 Bonneville Dr Arlington, TX 76016","$2,310 ",3 Beds,https://www.apartments.com/charming-3br-2ba-home-with-a-2-car-garage-arlington-tx/rdggj81/
"208 Shady Brook Dr Arlington, TX 76002","208 Shady Brook Dr Arlington, TX 76002","$2,265 ",4 Beds,https://www.apartments.com/spacious-4-bedroom-home-in-arlington-arlington-tx/4s7tp7j/
"1500 Carswell Terrace Arlington, TX 76010","1500 Carswell Terrace Arlington, TX 76010","$1,600 ",3 Beds,https://www.apartments.com/1500-carswell-terrace-arlington-tx/33xwlje/
"2716 Hemingway Dr Grand Prairie, TX 75052","2716 Hemingway Dr Grand Prairie, TX 75052","$2,345 ",4 Beds,https://www.apartments.com/2716-hemingway-dr-grand-prairie-tx/gnfn6qx/
"12783 Honey Locust Cir Euless, TX 76040","12783 Honey Locust Cir Euless, TX 76040","$2,999 ",5 Beds,https://www.apartments.com/12783-honey-locust-cir-euless-tx/6h401yr/
"2811 Harvard Dr Grand Prairie, TX 75052","2811 Harvard Dr Grand Prairie, TX 75052","$2,345 ",3 Beds,https://www.apartments.com/2811-harvard-dr-grand-prairie-tx/jjvtwv5/
"4133 Scotland Dr Grand Prairie, TX 75052","4133 Scotland Dr Grand Prairie, TX 75052","$2,365 ",3 Beds,https://www.apartments.com/spacious-3-bedroom-in-grand-prairie-grand-prairie-tx/kspzem8/
"2720 Triple Crown Ln Grand Prairie, TX 75051","2720 Triple Crown Ln Grand Prairie, TX 75051","$2,160 ",4 Beds,https://www.apartments.com/2720-triple-crown-ln-grand-prairie-tx/jg0w146/
"2613 Bennington Ct Grand Prairie, TX 75052","2613 Bennington Ct Grand Prairie, TX 75052","$2,265 ",3 Beds,https://www.apartments.com/reduced-grand-prairie-tx/672ge2v/
"1913 San Antonio St Grand Prairie, TX 75051","1913 San Antonio St Grand Prairie, TX 75051","$1,850 ",4 Beds,https://www.apartments.com/san-antonio-st-grand-prairie-tx/j8rt4e7/
"902 Cannon Dr Euless, TX 76040","902 Cannon Dr Euless, TX 76040","$1,650 ",3 Beds,https://www.apartments.com/902-cannon-dr-euless-tx/ctrde1f/
"2968 Celian Dr Grand Prairie, TX 75052","2968 Celian Dr Grand Prairie, TX 75052","$2,295 ",4 Beds,https://www.apartments.com/2968-celian-dr-grand-prairie-tx/khcg2r9/
"1537 Cozy Dr Fort Worth, TX 76120","1537 Cozy Dr Fort Worth, TX 76120","$1,775 ",3 Beds,https://www.apartments.com/1537-cozy-dr-fort-worth-tx/32whkzg/
"5905 Maceo Ln Fort Worth, TX 76112","5905 Maceo Ln Fort Worth, TX 76112","$1,845 ",3 Beds,https://www.apartments.com/5905-maceo-ln-fort-worth-tx/y8nqn3r/
"1604 Brittany Ln Mansfield, TX 76063","1604 Brittany Ln Mansfield, TX 76063","$2,715 ",4 Beds,https://www.apartments.com/1604-brittany-ln-mansfield-tx/v3dmz3f/
"5748 Derek Way Grand Prairie, TX 75052","5748 Derek Way Grand Prairie, TX 75052","$3,450 ",4 Beds,https://www.apartments.com/4-br-35-bath-house-5748-derek-way-grand-prairie-tx/bzv8vrc/
"1804 Lucas Dr Fort Worth, TX 76112","1804 Lucas Dr Fort Worth, TX 76112","$1,300 ",3 Beds,https://www.apartments.com/3-br-1-bath-house-1804-lucas-dr-fort-worth-tx/dl1e7gk/
"5605 Richardson St Fort Worth, TX 76119","5605 Richardson St Fort Worth, TX 76119","$2,145 ",6 Beds,https://www.apartments.com/6-br-3-bath-house-5605-richardson-street-fort-worth-tx/zk08qdy/
"5529 Eagle Point Dr Fort Worth, TX 76119","5529 Eagle Point Dr Fort Worth, TX 76119","$1,650 ",3 Beds,https://www.apartments.com/enchanted-bay-5529-eagle-point-dr-fort-fort-worth-tx/7wn2dbw/
"205 Sulphur St Kennedale, TX 76060","205 Sulphur St Kennedale, TX 76060","$2,285 ",3 Beds,https://www.apartments.com/205-sulphur-st-kennedale-tx/mzrcq9l/
"4517 Marblearch Dr Grand Prairie, TX 75052","4517 Marblearch Dr Grand Prairie, TX 75052","$2,425 ",4 Beds,https://www.apartments.com/charming-4-bedroom-in-grand-prairie-grand-prairie-tx/zp7cq2y/
